attempt_id,run_id,bundle_id,cell_id,period_role,from_date,to_date,status,attempt_manifest_path,tester_config_path,common_model_path,common_model_copy_status,telemetry_common_path,feature_count,decision_family,runtime_period_set_id,tester_execution_profile_id,claim_boundary
attempt_wave01_eb_cell_006_l4_validation_v0,onnxlab_wave01_eb_cell_006_event_barrier_surface_v0,bundle_wave01_eb_cell_006_l4_onnx_export_v0,wave01_eb_cell_006,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_006_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_006_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_006_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_006_l4_validation_v0\score_telemetry.csv,70,sparse_event_abstain_barrier_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_006_l4_research_oos_v0,onnxlab_wave01_eb_cell_006_event_barrier_surface_v0,bundle_wave01_eb_cell_006_l4_onnx_export_v0,wave01_eb_cell_006,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_006_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_006_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_006_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_006_l4_research_oos_v0\score_telemetry.csv,70,sparse_event_abstain_barrier_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_007_l4_validation_v0,onnxlab_wave01_eb_cell_007_event_barrier_surface_v0,bundle_wave01_eb_cell_007_l4_onnx_export_v0,wave01_eb_cell_007,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_007_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_007_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_007_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_007_l4_validation_v0\score_telemetry.csv,17,fast_event_abstain_timeout_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_007_l4_research_oos_v0,onnxlab_wave01_eb_cell_007_event_barrier_surface_v0,bundle_wave01_eb_cell_007_l4_onnx_export_v0,wave01_eb_cell_007,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_007_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_007_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_007_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_007_l4_research_oos_v0\score_telemetry.csv,17,fast_event_abstain_timeout_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_008_l4_validation_v0,onnxlab_wave01_eb_cell_008_event_barrier_surface_v0,bundle_wave01_eb_cell_008_l4_onnx_export_v0,wave01_eb_cell_008,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_008_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_008_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_008_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_008_l4_validation_v0\score_telemetry.csv,16,session_gated_abstain_barrier_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_008_l4_research_oos_v0,onnxlab_wave01_eb_cell_008_event_barrier_surface_v0,bundle_wave01_eb_cell_008_l4_onnx_export_v0,wave01_eb_cell_008,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_008_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_008_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_008_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_008_l4_research_oos_v0\score_telemetry.csv,16,session_gated_abstain_barrier_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_009_l4_validation_v0,onnxlab_wave01_eb_cell_009_event_barrier_surface_v0,bundle_wave01_eb_cell_009_l4_onnx_export_v0,wave01_eb_cell_009,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_009_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_009_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_009_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_009_l4_validation_v0\score_telemetry.csv,70,no_trade_regime_filter,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_009_l4_research_oos_v0,onnxlab_wave01_eb_cell_009_event_barrier_surface_v0,bundle_wave01_eb_cell_009_l4_onnx_export_v0,wave01_eb_cell_009,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_009_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_009_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_009_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_009_l4_research_oos_v0\score_telemetry.csv,70,no_trade_regime_filter,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_010_l4_validation_v0,onnxlab_wave01_eb_cell_010_event_barrier_surface_v0,bundle_wave01_eb_cell_010_l4_onnx_export_v0,wave01_eb_cell_010,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_010_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_010_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_010_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_010_l4_validation_v0\score_telemetry.csv,47,mean_reversion_abstain_barrier_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_010_l4_research_oos_v0,onnxlab_wave01_eb_cell_010_event_barrier_surface_v0,bundle_wave01_eb_cell_010_l4_onnx_export_v0,wave01_eb_cell_010,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_010_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_010_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_010_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_010_l4_research_oos_v0\score_telemetry.csv,47,mean_reversion_abstain_barrier_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_011_l4_validation_v0,onnxlab_wave01_eb_cell_011_event_barrier_surface_v0,bundle_wave01_eb_cell_011_l4_onnx_export_v0,wave01_eb_cell_011,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_011_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_011_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_011_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_011_l4_validation_v0\score_telemetry.csv,17,range_edge_abstain_timeout_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_011_l4_research_oos_v0,onnxlab_wave01_eb_cell_011_event_barrier_surface_v0,bundle_wave01_eb_cell_011_l4_onnx_export_v0,wave01_eb_cell_011,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_011_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_011_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_011_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_011_l4_research_oos_v0\score_telemetry.csv,17,range_edge_abstain_timeout_exit,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_012_l4_validation_v0,onnxlab_wave01_eb_cell_012_event_barrier_surface_v0,bundle_wave01_eb_cell_012_l4_onnx_export_v0,wave01_eb_cell_012,validation,2024.06.05,2025.03.10,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_012_l4_validation_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_012_l4_validation_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_012_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_012_l4_validation_v0\score_telemetry.csv,47,diagnostic_path_quality_no_trade_until_decision_surface,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
attempt_wave01_eb_cell_012_l4_research_oos_v0,onnxlab_wave01_eb_cell_012_event_barrier_surface_v0,bundle_wave01_eb_cell_012_l4_onnx_export_v0,wave01_eb_cell_012,research_oos,2025.04.03,2025.11.21,prepared_pending_terminal_execution,runtime/mt5_attempts/attempt_wave01_eb_cell_012_l4_research_oos_v0/attempt_manifest.yaml,runtime/mt5_attempts/attempt_wave01_eb_cell_012_l4_research_oos_v0/tester_config.ini,SpaceSonar\l4_score_probe\bundle_wave01_eb_cell_012_l4_onnx_export_v0\model.onnx,copied_to_mt5_common_files,SpaceSonar\l4_score_probe\attempt_wave01_eb_cell_012_l4_research_oos_v0\score_telemetry.csv,47,diagnostic_path_quality_no_trade_until_decision_surface,split_base_anchor_v0_research_l4,us100_m5_fpmarkets_tester_execution_v0,wave01_event_barrier_l4_strategy_tester_attempt_preparation_only_no_runtime_authority_no_economics_pass_no_candidate
